TAIR ID;Short name;Full name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1_logFC_0.5h_PRJEB19862;2_logFC_0.5h_GSE18975;3_logFC_1h_GSE149410;4_logFC_1h_GSE18975;5_logFC_2h_GSE3350;6_logFC_2h_GSE35580;7_logFC_2h_GSE42896;8_logFC_2h_GSE627;9_logFC_3h_GSE18975;10_logFC_3h_GSE58028;11_logFC_4h_SRP033494;12_logFC_4h_GSE42007;13_logFC_4h_GSE7432;14_logFC_6h_SRP102803;15_logFC_6h_GSE3350;16_logFC_6h_GSE42896;17_logFC_6h_GSE59426;18_logFC_8h_GSE42007;19_logFC_12h_GSE42007;20_logFC_18h_GSE59741;21_logFC_24h_GSE42007;22_logFC_55h_SRP074436;23_logFC_72h_SRP214076;FDR_0.5h_PRJEB19862;FDR_0.5h_GSE18975;FDR_1h_GSE149410;FDR_1h_GSE18975;FDR_2h_GSE3350;FDR_2h_GSE35580;FDR_2h_GSE42896;FDR_2h_GSE627;FDR_3h_GSE18975;FDR_3h_GSE58028;FDR_4h_SRP033494;FDR_4h_GSE42007;FDR_4h_GSE7432;FDR_6h_SRP102803;FDR_6h_GSE3350;FDR_6h_GSE42896;FDR_6h_GSE59426;FDR_8h_GSE42007;FDR_12h_GSE42007;FDR_18h_GSE59741;FDR_24h_GSE42007;FDR_55h_SRP074436;FDR_72h_SRP214076
AT1G30760;AtBBE-like 13;FAD-binding Berberine family protein(AT1G30760);;4-9#11-12#14-19#21-23;17;1h;;;;0.4;1.7;3.6;2.4;1.7;2.6;;3.5;2.7;;5.0;6.1;6.7;0.5;4.7;5.0;;3.8;8.0;4.9;;;;1.9E-02;9.6E-03;3.2E-05;5.0E-03;3.4E-02;3.9E-07;;0.0E+00;3.5E-04;;1.3E-92;3.8E-05;1.4E-07;2.4E-02;2.2E-06;5.5E-05;;9.2E-05;4.5E-227;5.1E-04
AT1G17060;CYP72C1;cytochrome p450 72c1(CYP72C1);;4-16#18-19#21-22;17;1h;;;;0.6;1.9;2.8;2.7;2.4;2.1;1.9;2.3;2.6;1.3;3.6;4.0;3.9;;3.0;3.3;;3.6;1.8;;;;;3.1E-03;3.7E-04;7.7E-06;3.1E-05;6.7E-03;3.1E-07;5.0E-03;2.1E-112;1.4E-04;1.4E-02;5.4E-30;2.1E-04;6.5E-07;;1.8E-05;3.2E-04;;2.9E-04;1.4E-12;
AT5G18560;PUCHI;Integrase-type DNA-binding superfamily protein(PUCHI);;3-9#11-19#22;17;1h;;;3.4;1.0;1.8;2.4;3.2;1.6;1.8;;4.2;3.2;1.5;6.0;5.8;6.8;0.9;2.1;1.1;;;6.3;;;;1.5E-53;6.6E-04;7.5E-04;1.2E-04;1.1E-05;5.7E-04;7.4E-06;;2.2E-287;1.2E-04;1.1E-02;1.2E-06;1.4E-04;1.5E-08;9.7E-04;5.9E-05;1.3E-02;;;1.3E-61;
AT2G03730;ACR5;ACT domain repeat 5(ACR5);;3-9#11-19#22;17;1h;;;0.7;0.5;1.3;2.0;1.3;1.1;0.6;;2.3;2.5;0.6;1.5;1.8;1.7;0.6;2.0;1.4;;;1.1;;;;1.3E-02;4.8E-03;8.5E-04;9.4E-06;4.2E-04;7.9E-04;4.9E-04;;5.8E-200;5.7E-05;3.3E-02;2.6E-07;2.8E-04;6.0E-06;4.4E-03;2.8E-05;1.4E-03;;;2.0E-12;
AT5G51380;AT5G51380;RNI-like superfamily protein(AT5G51380);20;3-9#11-16#18-19#21;17;1h;;;0.9;0.3;2.2;3.3;3.0;1.6;1.3;;2.5;2.2;1.4;3.3;3.4;4.0;;2.4;2.1;-0.6;1.4;;;;;4.0E-06;1.8E-02;2.4E-04;4.4E-06;3.5E-06;6.3E-04;4.4E-06;;5.7E-107;1.3E-04;1.0E-02;1.3E-06;2.1E-04;6.2E-08;;5.1E-05;8.3E-05;3.7E-02;1.2E-02;;
AT5G61010;EXO70E2;exocyst subunit exo70 family protein E2(EXO70E2);;3-4#6-9#11-18#21-23;17;1h;;;1.1;0.4;;1.5;0.7;1.4;1.1;;1.6;1.3;0.7;1.9;0.6;0.7;0.8;1.0;;;1.0;2.1;0.9;;;5.0E-06;4.3E-02;;9.6E-05;1.7E-03;6.6E-04;2.2E-05;;5.9E-66;1.9E-03;3.0E-02;2.1E-04;2.0E-02;6.4E-04;6.7E-04;1.9E-03;;;1.8E-02;5.0E-17;3.7E-03
AT4G30080;ARF16;auxin response factor 16(ARF16);;3-16#18-19#21;17;1h;;;1.1;0.5;1.7;2.3;1.2;1.5;1.1;0.6;1.6;1.7;1.0;2.2;1.9;1.9;;1.8;2.0;;1.5;;;;;5.0E-03;1.0E-03;9.0E-04;4.5E-06;3.7E-03;1.1E-03;9.2E-06;2.6E-02;4.4E-92;1.3E-04;3.1E-02;9.6E-08;5.4E-04;7.0E-06;;4.4E-04;9.4E-05;;1.7E-03;;
AT5G50300;AZG2;Xanthine/uracil permease family protein(AZG2);;3#6-16#18-19#21-23;17;1h;;;0.6;;;2.9;1.1;1.7;0.8;0.8;1.6;2.4;1.3;2.5;2.4;4.2;;2.3;2.8;;1.6;6.5;2.8;;;3.4E-02;;;1.7E-06;3.1E-03;1.1E-04;1.0E-04;4.1E-02;9.3E-39;1.2E-04;1.6E-02;5.5E-04;1.7E-04;5.4E-08;;5.8E-06;1.7E-04;;3.8E-02;4.6E-06;4.4E-02
AT3G14610;CYP72A7;cytochrome P450, family 72, subfamily A, polypeptide 7(CYP72A7);;3#5-9#11-19#22-23;17;1h;;;0.5;;0.8;0.7;0.8;0.7;0.3;;1.1;1.2;0.5;1.2;0.7;0.9;0.3;0.9;1.1;;;1.1;1.3;;;8.5E-04;;8.5E-03;2.9E-03;2.9E-03;4.7E-02;4.0E-02;;2.8E-40;8.1E-04;4.7E-02;3.4E-03;2.7E-02;1.9E-04;2.5E-02;9.5E-04;2.0E-02;;;1.4E-09;7.2E-03
AT2G41100;TCH3;Calcium-binding EF hand family protein(TCH3);;2-9#11-18#22;17;0.5h;;0.8;2.9;0.9;4.2;1.5;4.0;1.7;1.0;;2.4;3.5;2.5;1.2;2.5;3.0;2.3;2.8;;;;2.3;;;2.1E-04;1.9E-23;4.0E-05;2.1E-04;6.9E-05;6.1E-05;4.0E-04;5.0E-05;;1.8E-112;1.3E-05;1.0E-02;2.9E-02;2.7E-04;4.3E-06;3.9E-06;2.5E-04;;;;1.5E-08;
AT2G25790;SKM1;Leucine-rich receptor-like protein kinase family protein(AT2G25790);19;2-9#11-17#22;17;0.5h;;0.4;1.8;1.0;2.4;2.0;1.9;1.1;0.4;;1.9;0.8;0.9;2.0;2.5;1.1;0.8;;-0.4;;;0.9;;;1.1E-02;2.4E-24;1.7E-05;1.4E-04;2.9E-03;1.3E-05;1.0E-02;1.1E-02;;3.3E-141;1.2E-02;2.1E-02;2.7E-05;1.4E-04;1.6E-05;2.2E-04;;4.2E-02;;;4.6E-12;
AT4G34710;ADC2;arginine decarboxylase 2(ADC2);;2-9#11-17#22-23;17;0.5h;;0.3;1.1;0.4;2.0;2.4;1.9;0.7;0.7;;1.6;0.7;1.3;2.3;1.6;1.8;1.1;;;;;1.6;1.0;;2.8E-02;9.9E-04;8.4E-03;2.8E-03;2.7E-06;1.0E-03;2.7E-02;2.7E-04;;5.0E-97;2.9E-02;1.5E-02;1.2E-20;3.3E-04;9.4E-05;1.2E-04;;;;;2.6E-17;2.7E-04
AT3G54000;AT3G54000;TIP41-like protein(AT3G54000);;2-9#11-16#18-19#22;17;0.5h;;1.3;1.7;1.6;2.2;2.6;2.3;1.7;1.5;;3.0;2.2;1.1;4.3;4.8;4.5;;1.5;1.0;;;2.3;;;6.9E-05;3.5E-26;5.1E-06;8.7E-04;2.9E-05;6.9E-05;2.5E-04;1.1E-05;;7.3E-233;3.9E-04;1.0E-02;1.6E-11;3.9E-05;3.0E-08;;7.5E-04;6.2E-03;;;1.1E-47;
AT3G60630;HAM2;GRAS family transcription factor(HAM2);;2-9#11-13#15-19#22;17;0.5h;;0.5;1.7;0.6;0.7;2.2;0.7;0.9;0.3;;1.2;1.6;0.6;;0.9;0.9;0.5;1.2;0.9;;;0.5;;;9.8E-04;1.7E-23;2.9E-04;4.7E-02;5.4E-05;6.0E-03;3.9E-03;3.3E-02;;1.9E-36;3.1E-03;3.4E-02;;1.9E-03;3.9E-05;4.2E-03;3.4E-04;3.4E-03;;;3.3E-03;
AT2G41510;CKX1;cytokinin oxidase/dehydrogenase 1(CKX1);;2-9#11-13#15-16#18-19#22-23;17;0.5h;;1.2;2.3;1.8;1.6;1.5;2.7;2.1;0.8;;3.1;1.5;0.5;;1.6;2.6;;1.6;0.9;;;3.3;1.4;;1.4E-04;6.6E-05;2.3E-06;1.7E-03;1.1E-02;1.1E-04;3.4E-04;3.2E-04;;6.4E-18;4.1E-04;4.7E-02;;4.9E-03;5.3E-05;;1.4E-03;6.5E-03;;;2.5E-30;6.8E-03
AT4G14365;XBAT34;hypothetical protein(XBAT34);1;2-9#11-12#16#18-19#21-23;17;0.5h;-0.4;0.6;1.9;0.7;0.4;1.3;0.6;1.1;1.5;;2.2;1.5;;;;0.8;;1.1;0.9;;0.9;2.2;2.0;1.8E-06;4.0E-03;5.4E-09;2.4E-04;3.1E-02;1.3E-03;6.6E-03;1.1E-02;4.2E-06;;5.7E-11;6.2E-03;;;;7.1E-04;;3.9E-03;1.0E-02;;1.3E-02;3.8E-03;2.1E-03
AT1G21980;PIP5K1;phosphatidylinositol-4-phosphate 5-kinase 1(PIP5K1);;2-9#11-12#14-18#22-23;17;0.5h;;0.5;1.2;0.8;1.9;2.0;2.0;0.9;0.5;;1.6;1.6;;1.5;1.8;1.5;0.4;1.1;;;;2.1;0.6;;4.3E-04;7.5E-09;2.3E-05;1.7E-03;1.4E-05;6.7E-05;3.8E-02;5.5E-04;;9.5E-94;1.7E-04;;7.2E-05;8.7E-04;1.3E-05;9.5E-03;1.5E-03;;;;8.9E-89;4.0E-02
AT2G35770;scpl28;serine carboxypeptidase-like 28(scpl28);;2-9#11#13-19#22;17;0.5h;;0.4;0.9;0.6;1.3;2.2;1.2;1.2;1.6;;1.4;;1.0;4.3;2.5;1.8;1.5;1.6;1.5;;;2.5;;;4.7E-03;2.2E-02;8.7E-03;2.4E-03;5.6E-05;9.3E-04;1.9E-02;1.6E-06;;3.1E-67;;1.7E-02;1.2E-17;2.4E-03;4.2E-05;1.4E-05;6.8E-05;1.7E-03;;;1.2E-17;
AT1G64390;GH9C2;glycosyl hydrolase 9C2(GH9C2);;2-7#9#11-19#22;17;0.5h;;0.5;1.6;0.5;3.1;2.4;1.5;;0.6;;1.7;1.6;0.9;3.2;3.0;2.9;0.4;0.9;0.9;;;1.2;;;1.6E-03;5.4E-14;9.9E-04;8.3E-04;3.8E-04;9.9E-03;;7.1E-04;;3.1E-192;6.4E-03;1.5E-02;4.2E-32;5.2E-04;6.9E-05;7.3E-03;6.4E-03;2.5E-02;;;1.1E-12;
AT1G15210;ABCG35;pleiotropic drug resistance 7(ABCG35);3-4#6#8-19#22;23;17;1h;;;-0.4;-0.4;;-1.0;;-1.5;-1.2;-0.6;-1.3;-0.9;-0.6;-1.6;-1.1;-1.5;-1.0;-0.7;-0.5;;;-1.5;2.1;;;8.1E-03;4.9E-03;;1.8E-03;;1.1E-03;6.6E-05;3.1E-02;4.3E-54;5.6E-03;3.1E-02;4.5E-12;2.5E-03;5.0E-05;3.0E-05;5.6E-03;4.9E-02;;;1.1E-05;3.4E-02
AT4G22610;AT4G22610;Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G22610);;2-3#5-6#9-12#14-19#21-23;17;0.5h;;0.6;0.9;;1.7;2.9;;;1.5;1.2;1.4;1.5;;2.3;1.3;2.2;0.9;2.7;2.6;;2.8;4.1;2.8;;2.5E-03;3.6E-02;;5.0E-03;4.5E-05;;;6.8E-06;1.3E-02;1.6E-42;3.9E-02;;1.1E-07;3.7E-02;5.4E-04;8.4E-03;4.1E-03;2.0E-03;;4.4E-03;7.7E-14;3.6E-02
AT1G54740;AT1G54740;FANTASTIC four-like protein (DUF3049)(AT1G54740);2-4#6-9#11-12#14-16#18-19#22-23;20;17;0.5h;;-0.5;-0.6;-0.5;;-1.1;-1.2;-0.6;-0.5;;-1.2;-1.3;;-1.3;-1.1;-1.2;;-1.1;-1.3;1.4;;-1.4;-2.4;;1.2E-02;3.6E-02;3.4E-02;;9.8E-04;8.2E-03;3.1E-02;3.4E-03;;3.1E-14;5.3E-03;;2.5E-02;3.0E-03;1.3E-03;;4.6E-02;4.7E-03;1.1E-02;;1.4E-05;1.9E-04
AT1G29050;TBL38;TRICHOME BIREFRINGENCE-LIKE 38(TBL38);2#4-9#11-13#15-18#22;20#23;17;0.5h;;-0.3;;-0.5;-1.4;-1.8;-1.1;-0.8;-0.3;;-0.8;-0.7;-0.6;;-2.6;-2.1;-0.5;-0.6;;1.0;;-0.7;0.8;;3.1E-02;;4.7E-03;7.4E-04;1.8E-04;7.4E-04;3.2E-02;2.0E-02;;2.1E-19;3.9E-02;4.1E-02;;1.3E-04;1.7E-06;2.0E-03;3.5E-03;;3.8E-02;;4.9E-02;2.1E-04
AT3G17790;PAP17;purple acid phosphatase 17(PAP17);5-7#11-16#18-19;2#9#17#20#22-23;17;0.5h;;0.6;;;-1.1;-1.0;-1.0;;0.7;;-1.8;-2.4;-0.6;-5.4;-1.8;-3.2;0.9;-2.4;-2.3;2.2;;3.3;1.6;;7.3E-04;;;1.8E-03;3.2E-03;2.0E-02;;5.3E-04;;3.4E-25;2.1E-02;4.1E-02;5.7E-03;1.3E-02;4.4E-06;1.6E-04;4.6E-04;5.5E-03;2.6E-02;;7.0E-145;4.9E-03
AT2G41850;PGAZAT;polygalacturonase ADPG2-like protein(PGAZAT);;2#4#6#8-16#18-19#21-23;17;0.5h;;0.5;;0.6;;4.0;;1.0;1.7;1.8;4.1;4.0;1.3;5.6;3.4;5.4;;6.5;7.0;;6.7;11.0;8.1;;5.3E-03;;1.4E-03;;1.7E-06;;2.7E-02;1.1E-05;2.4E-03;1.6E-65;7.7E-06;1.9E-02;1.1E-25;2.3E-04;3.6E-08;;3.6E-07;5.4E-06;;2.0E-06;9.1E-19;5.8E-13
AT2G43290;MSS3;Calcium-binding EF-hand family protein(MSS3);;1-7#9#11-12#14-16#18-19#21-22;17;0.5h;0.2;1.1;1.0;1.1;1.4;0.9;1.1;;1.4;;1.1;0.7;;2.4;2.1;1.9;;1.3;1.2;;1.4;1.2;;3.5E-02;3.1E-06;1.0E-04;1.2E-05;1.4E-03;1.5E-02;8.9E-04;;4.6E-06;;1.6E-39;2.4E-02;;1.9E-04;2.3E-04;1.1E-05;;2.0E-02;1.9E-03;;1.7E-02;1.4E-13;
AT5G49360;BXL1;beta-xylosidase 1(BXL1);3-9#11-12#14-18#22;1#20;17;0.5h;0.3;;-1.5;-0.5;-1.5;-3.1;-3.4;-1.3;-1.4;;-2.9;-2.4;;-2.6;-3.9;-4.5;-0.9;-1.6;;1.2;;-5.0;;4.1E-02;;1.7E-07;1.1E-03;4.2E-03;1.3E-05;4.8E-04;8.4E-03;4.5E-06;;7.1E-114;3.9E-03;;5.8E-15;6.7E-05;2.3E-05;2.4E-04;1.5E-02;;3.0E-02;;4.8E-50;
AT5G56870;BGAL4;beta-galactosidase 4(BGAL4);3-9#11-19#22;;17;1h;;;-0.9;-0.4;-1.7;-2.2;-2.4;-0.9;-0.4;;-4.2;-3.5;-0.6;-4.4;-3.8;-4.8;-0.4;-3.2;-2.8;;;-3.2;;;;2.3E-05;3.5E-02;2.2E-03;3.6E-05;1.2E-04;1.4E-02;2.4E-02;;0.0E+00;1.6E-03;3.5E-02;1.5E-25;5.0E-05;2.2E-07;1.5E-02;1.5E-02;4.8E-03;;;4.7E-05;
AT4G35030;AT4G35030;Protein kinase superfamily protein(AT4G35030);2-12#14-16#18-19;6;16;0.5h;;-0.8;-0.9;-0.7;-1.0;-1.8;-1.4;-0.9;-1.1;-0.8;-1.7;-1.4;;-3.6;-2.6;-2.7;;-2.0;-1.4;;;;;;5.3E-03;8.1E-03;6.8E-05;1.2E-02;2.1E-05;8.3E-04;1.5E-02;7.3E-05;3.2E-02;1.1E-31;2.8E-04;;1.2E-06;2.1E-04;1.3E-05;;3.0E-03;8.3E-03;;;;
AT2G01830;WOL;CHASE domain containing histidine kinase protein(WOL);2-12#15-16#18#20#22;6;16;0.5h;;-0.4;-0.4;-0.7;-1.0;-1.2;-1.6;-0.8;-0.9;-0.5;-0.9;-1.0;;;-2.7;-2.3;;-0.7;;-0.9;;-1.2;;;1.4E-02;3.4E-03;1.0E-03;5.7E-03;4.1E-04;3.0E-05;3.6E-02;1.8E-03;4.8E-02;1.4E-24;8.2E-03;;;1.8E-04;5.7E-07;;2.1E-02;;1.7E-02;;9.5E-17;
AT1G19700;BEL10;BEL1-like homeodomain 10(BEL10);2-9#11-12#14-16#18-19#22;6;16;0.5h;;-0.4;-0.5;-0.6;-0.7;-1.2;-0.8;-0.8;-0.5;;-1.0;-1.2;;-2.2;-1.5;-1.5;;-0.9;-0.9;;;-1.0;;;1.1E-02;2.5E-02;9.1E-04;7.1E-03;4.7E-04;1.9E-03;8.1E-03;2.9E-03;;4.0E-21;2.8E-04;;3.5E-03;4.1E-04;6.2E-06;;8.0E-03;4.7E-03;;;3.6E-09;
AT2G16980;AT2G16980;Major facilitator superfamily protein(AT2G16980);2-9#11-17#22;6;16;0.5h;;-0.4;-0.7;-0.7;-2.0;-2.3;-2.1;-1.4;-0.8;;-3.1;-2.6;-1.0;-3.1;-2.1;-3.2;-0.9;;;;;-3.8;;;2.6E-03;3.0E-03;1.2E-03;2.9E-03;5.1E-05;1.1E-04;3.7E-04;2.5E-04;;1.4E-97;2.9E-03;3.1E-02;2.1E-03;3.5E-04;1.5E-06;2.6E-04;;;;;3.5E-02;
AT5G18130;AT5G18130;transmembrane protein(AT5G18130);2-7#11-12#14-16#18-19;6#9#17#20;16;0.5h;;-0.3;-0.7;-0.7;-0.8;-1.2;-1.5;;0.5;;-1.4;-1.0;;-1.9;-1.9;-2.4;0.5;-0.7;-0.6;2.3;;;;;3.3E-02;9.7E-06;6.8E-04;5.0E-03;7.9E-04;8.1E-03;;2.2E-03;;1.4E-26;4.3E-03;;3.0E-02;1.2E-03;6.3E-06;2.1E-02;1.1E-02;1.4E-02;6.3E-03;;;
AT3G54770;ARP1;RNA-binding (RRM/RBD/RNP motifs) family protein(ARP1);2-6#8-13#16-19;6#23;16;0.5h;;-1.1;-0.6;-1.1;-0.6;-0.7;;-1.4;-1.5;-1.2;-1.8;-1.7;-0.6;;;-0.4;-0.7;-1.8;-1.4;;;;3.9;;9.6E-06;2.9E-02;2.2E-05;2.7E-02;2.7E-02;;9.7E-04;8.7E-06;1.8E-02;2.5E-82;6.1E-03;3.0E-02;;;1.2E-02;1.9E-04;1.1E-04;1.2E-03;;;;5.5E-03
AT5G13490;AAC2;ADP/ATP carrier 2(AAC2);20;5-9#11-16#18-19#22-23;16;2_3h;;;;;1.6;4.6;1.6;1.0;0.6;;2.3;1.3;1.0;2.9;2.5;2.8;;1.4;1.2;-0.9;;2.2;1.1;;;;;1.3E-03;4.5E-06;1.7E-04;3.5E-03;9.0E-03;;0.0E+00;1.0E-03;2.2E-02;3.7E-19;7.6E-04;6.1E-07;;2.9E-03;4.5E-04;4.9E-02;;1.0E-39;5.0E-03
AT1G77690;LAX3;like AUX1 3(LAX3);20#22;5-9#11-16#18-19#21;16;2_3h;;;;;1.8;2.7;1.1;1.4;1.2;;2.1;1.7;0.4;3.3;1.8;2.0;;2.0;2.2;-1.6;1.2;-1.8;;;;;;3.6E-04;1.4E-05;1.2E-02;2.0E-04;8.9E-06;;2.4E-242;4.1E-04;4.9E-02;2.2E-31;2.1E-04;8.7E-05;;1.6E-05;8.8E-05;1.7E-02;2.8E-02;1.7E-09;
AT3G59670;AT3G59670;elongation factor(AT3G59670);2#4#20;5-8#11-16#18#22-23;16;0.5h;;-0.4;;-0.3;1.8;1.6;1.8;0.6;;;0.9;1.3;0.6;1.9;2.8;2.9;;0.7;;-1.3;;0.7;0.9;;6.1E-03;;2.4E-02;4.5E-04;6.2E-04;3.0E-05;2.4E-02;;;9.4E-25;1.4E-03;3.9E-02;1.2E-02;2.6E-04;9.1E-08;;3.6E-03;;3.7E-02;;1.5E-05;3.6E-03
AT3G02550;LBD41;LOB domain-containing protein 41(LBD41);2#4#9;5-7#10-12#14-16#18-19#21-22;16;0.5h;;-3.1;;-2.8;1.8;1.2;1.7;;-2.3;0.6;2.5;2.1;;2.3;3.8;2.6;;1.8;1.5;;2.0;2.7;;;1.7E-08;;1.9E-08;7.3E-03;2.6E-04;2.8E-04;;2.6E-07;2.8E-02;8.6E-10;1.9E-04;;9.8E-03;4.6E-05;4.2E-06;;3.7E-04;2.3E-03;;3.1E-02;1.0E-16;
AT3G10870;MES17;methyl esterase 17(MES17);;5-19#21;16;2_3h;;;;;2.1;5.3;3.0;1.2;2.1;1.6;6.1;5.6;4.1;5.5;5.7;7.3;1.1;6.4;6.0;;4.6;;;;;;;8.2E-04;2.8E-07;1.3E-05;8.9E-04;2.7E-07;2.8E-03;0.0E+00;1.0E-05;1.5E-02;3.5E-31;3.5E-05;1.3E-08;1.5E-03;2.2E-06;1.8E-05;;1.8E-05;;
AT4G27180;ATK2;kinesin 2(ATK2);;5-16#18-19#21-22;16;2_3h;;;;;0.9;1.7;0.7;0.7;0.7;0.4;1.3;1.2;0.9;1.9;1.0;1.3;;1.5;1.8;;1.8;0.4;;;;;;2.6E-03;1.4E-05;2.3E-02;1.7E-02;1.8E-04;4.6E-02;1.1E-71;6.8E-04;1.8E-02;3.4E-08;1.8E-03;2.1E-05;;5.1E-05;7.9E-05;;3.2E-03;4.7E-03;
AT1G34750;AT1G34750;Protein phosphatase 2C family protein(AT1G34750);;4-9#11-12#14-16#18-19#21-23;16;1h;;;;0.2;1.1;1.3;1.0;1.1;0.7;;1.4;1.1;;1.8;1.8;1.7;;1.4;1.7;;1.4;1.9;1.1;;;;4.8E-02;2.2E-03;3.3E-04;1.2E-03;5.1E-03;9.3E-05;;1.5E-48;4.1E-04;;1.8E-02;5.8E-04;5.0E-06;;5.7E-04;3.8E-04;;3.6E-03;1.0E-14;2.7E-05
AT1G33970;AT1G33970;P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G33970);;4-7#9#11-20#22;16;1h;;;;0.4;1.2;1.1;0.8;;1.0;;1.4;1.0;0.9;2.1;1.5;1.0;1.0;1.2;1.1;1.0;;0.3;;;;;1.9E-02;1.6E-02;4.7E-04;4.2E-03;;1.1E-04;;5.9E-33;3.3E-03;1.4E-02;5.0E-03;1.2E-03;6.2E-05;4.5E-04;1.3E-03;1.2E-02;1.2E-02;;3.0E-02;
AT4G13130;AT4G13130;Cysteine/Histidine-rich C1 domain family protein(AT4G13130);;3-9#11-16#18-19#22;16;1h;;;0.7;0.4;0.7;1.5;0.7;0.6;0.8;;1.7;1.3;1.0;2.1;1.6;1.8;;1.4;1.2;;;5.7;;;;3.4E-03;7.8E-03;1.6E-02;8.7E-05;2.6E-03;2.7E-02;2.4E-04;;1.2E-24;1.0E-02;3.6E-02;1.5E-03;2.8E-04;3.4E-06;;5.1E-04;1.1E-03;;;1.5E-06;
AT3G63240;AT3G63240;DNAse I-like superfamily protein(AT3G63240);;3-9#11-12#14-19#22;16;1h;;;1.0;0.4;1.3;2.0;1.8;1.8;0.8;;1.6;1.8;;2.8;3.5;3.6;0.4;1.5;0.9;;;1.1;;;;9.0E-07;6.4E-03;2.2E-03;4.8E-05;9.8E-05;2.5E-04;1.3E-04;;6.3E-58;2.7E-04;;5.1E-03;1.1E-04;6.2E-08;3.5E-02;2.6E-04;2.4E-02;;;3.0E-15;
AT2G23450;AT2G23450;Protein kinase superfamily protein(AT2G23450);;3-9#11-12#14-16#18-19#21-22;16;1h;;;0.9;0.3;0.8;1.1;1.0;0.7;0.7;;1.3;1.0;;1.6;0.9;1.1;;1.2;1.3;;1.2;0.5;;;;1.6E-11;1.4E-02;4.1E-03;3.6E-04;8.6E-04;1.0E-02;2.4E-04;;5.3E-53;6.4E-03;;2.4E-05;2.7E-03;6.7E-05;;3.3E-04;6.1E-04;;1.9E-02;4.5E-03;
AT1G05710;AT1G05710;basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G05710);;3-9#11#14-19#21-22;16;1h;;;1.0;0.7;1.1;1.3;0.6;0.9;0.5;;1.3;;;1.8;1.4;1.1;1.3;1.0;1.2;;1.1;1.1;;;;1.5E-04;4.0E-04;1.4E-03;9.1E-05;6.0E-03;8.9E-03;3.8E-03;;2.2E-49;;;4.8E-02;1.4E-03;3.6E-05;1.5E-05;7.3E-04;2.6E-03;;4.9E-02;2.2E-04;
AT1G52880;NAM;NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(NAM);;3-7#9#11-19#21;16;1h;;;1.6;0.3;1.0;1.2;0.6;;1.0;;2.3;1.5;0.8;1.8;1.8;1.5;0.7;1.7;2.0;;1.1;;;;;1.1E-05;3.7E-02;2.8E-03;5.4E-04;9.2E-03;;2.5E-05;;8.8E-43;6.2E-04;2.2E-02;2.4E-02;2.4E-04;2.4E-06;4.2E-04;6.5E-05;1.7E-04;;2.8E-02;;
AT5G14130;AT5G14130;Peroxidase superfamily protein(AT5G14130);;3#6#8-19#21-22;16;1h;;;1.5;;;2.7;;1.6;1.9;1.3;1.9;1.3;1.6;4.3;2.5;1.3;3.0;1.2;1.0;;1.2;4.5;;;;7.9E-04;;;1.3E-05;;7.2E-04;2.3E-06;1.9E-02;5.4E-91;1.5E-03;1.5E-02;1.2E-21;3.5E-04;2.2E-05;1.1E-05;4.4E-03;6.3E-03;;2.3E-02;3.8E-24;
AT2G40540;KT2;potassium transporter 2(KT2);;3#5-9#11-19#22;16;1h;;;1.0;;2.6;2.9;1.8;1.4;0.6;;2.1;1.8;1.0;1.5;2.4;2.1;0.7;1.4;1.3;;;0.9;;;;3.0E-05;;2.0E-04;3.1E-06;3.1E-05;2.7E-04;4.6E-04;;2.8E-127;2.3E-04;4.4E-02;5.6E-03;1.6E-04;1.9E-06;1.7E-04;4.5E-05;1.2E-03;;;3.0E-08;
AT3G09760;AT3G09760;RING/U-box superfamily protein(AT3G09760);;3#5-9#11-19#21;16;1h;;;1.2;;1.3;2.8;1.5;1.0;0.9;;2.6;2.4;1.2;3.6;2.3;2.3;0.3;2.3;2.7;;1.6;;;;;7.6E-12;;1.3E-03;1.7E-06;3.2E-04;9.4E-03;1.9E-04;;2.9E-172;1.3E-04;1.4E-02;3.2E-13;1.6E-04;7.7E-07;2.7E-02;3.1E-05;4.7E-05;;3.4E-03;;
AT2G03850;AT2G03850;Late embryogenesis abundant protein (LEA) family protein(AT2G03850);;3#5-9#11-13#15-19#21-22;16;1h;;;2.2;;0.7;4.5;2.0;0.5;0.6;;4.0;3.7;1.1;Inf;3.3;5.2;0.5;3.0;2.4;;2.8;5.7;;;;4.3E-04;;3.6E-02;9.3E-07;3.8E-04;4.0E-02;1.0E-02;;2.2E-44;9.5E-06;1.4E-02;2.8E-02;1.3E-04;2.5E-07;4.4E-02;7.6E-06;3.6E-03;;7.2E-04;8.2E-15;
